今 古
撑肠何止五千卷 溢箧定逾三十车
秋露青黄新种橘 春风红紫旧栽花
试问玉堂司凤诏 何如蓬岛驾云车
雨余翠筱初翻箨 风暖风葵欲放花
送别又看秋欲去 论交还感盖初倾
帆张须水秋潮涨 路入铅山晚翠横
丈室正须香积供 孤云聊作故山归
长安城里风烟好 锦绣溪头笋蕨肥
抱病不容攀辔勒 送行那复遣儿童
田均税敛千年利 福及疮痍九郡同
数日语离良作恶 几时书到得无愁
白沙翠竹千山晚 朱实黄花万里秋
白发我徒悲老大 青山君尚记艰危
夜听高论因忘寐 昼味新诗可疗饥
人从芸阁初分直 桂折蟾宫乍得仙
刺史江山聊复尔 翰林风月自依然
喜君宦况新来好 许我交情老更坚
小雨送行春溜急 长杨留别午阴圆
报政未空更绣水 除书先已易桐庐
郡邻帝所旋趋召 地切家山勿恋居
接联本作二年调 解印俄成千里行
故国一犁春雨足 长江三板暮潮平
快意一时荷叶雨 增明千里稻花风
高材合在云霄上 胜处能忘涧壑中
倾盖为君殊快意 掺祛令我重伤神
向阳花木初开叶 得雨蛟龙已转身
万松未放孤云过 一饭共听幽鸟鸣
莫厌崎岖穷野径 须怜料峭结春阴
天意未收连夜雨 农功良苦半身泥
一丸莫救风涛决 千顷空怜稼穑低
三纪重来惊隔世 一言相契定前因
攜尊得得纷亲友 抉藕累累萃里民
曈曚半弄阴晴日 栗烈初迎小大寒
溪水断流寒冻合 野田飞烧晓霜乾
千里漫推新政善 几人能遂故园归
云蒸残暑催登谷 风作新凉戒授衣
自恐谢安行不免 谁言陶侃困无津
东荣晓色高迎日 南圃花光得占春
不惊赤日雷霆吼 但怪青天雪雹鸣
气逼衣裳秋暑薄 光摇林薮午风轻
覆手为雨翻手云 余耳安能保长久
魏侯风味真可人 汪汪万顷江湖春
十顷净明天上下 两奁光映水东西
飞楼涌殿参差见 古木修篁咫尺迷
高城别后骚人到 小驿春回燕子归
壁上新诗留醉墨 庭前飞絮点征衣
苍玉几番披夏箨 老龙长此战秋声
寒侵虚幌诗增爽 绿浸疏棂醉不醒
世故举同鸡抱鸭 物情无怪马生牛
百年半向愁中老 万事常从酒到休
调和索似三分酱 澒洞看如八斗糟
水怪重增风势恶 湘灵难禁雁声高
百里湖山供眼界 满城桃李动春梢
寒梅过尽看成实 乳燕飞来欲定巢
凭阑人在风尘表 落纸诗成咳唾间
良夜幸陪红袖醉 清时聊伴白鸥閒
似闻白鹤归华表 应有青刍奠故庐
帝梦漫惊虞涧筑 史占空叹渭滨渔
伫期多稼千箱富 先庆来麰百室丰
露梢抽翠交新竹 风叶翻红颭嫩荷
水外远山晨雾重 道傍佳树午阴多
忽然气作浪山来 一夜雨声如决渎
凄凄寒气欲相侵 灯火青荧更向深
扁舟未果寻归路 小驿那堪送故人
万里云天心共远 一龛灯火话相亲
吹灯强取残书读 拨火重寻远信看
绿蚁已应浮腊瓮 青丝行复送春盘
焦尾冷含三尺水 悲风弹破一庭秋
广陵别后多新操 子敬亡来绝旧游
方惊妙论雨侵坐 忽喜新诗光照人
物外交游清似水 梦中忧患碎如尘
水外山屏供步障 道傍蛙吹接行车
青归柳色浮烟里 红入花光过雨初
照雪精神应自喜 逼人风味不吾亏
幽香隐约留衣袂 疏影玲珑鉴砚池
毡襯庭阶茸妥贴 带盘山径玉萦回
根行万国将宜麦 香动千林独放梅
村戍火明人指路 江城风静夜鸣钲
对床听雨他时念 拨火哦诗此意清
窗角界金分月色 山腰鸣玉潄溪声
欲行且住心还适 久雨新晴眼倍明
炊烟几处袅轻碧 知是渔家收钓筒
老翁长须更广颡 路逢百钱挂藜杖
僧舍顿惊樽有酒 旅庖那患食无鱼
敢辞数里来相遇 要使它时付特书
遥山扫翠云初敛 芳草铺青路欲迷
别恨每忧儿辈觉 老怀终为世情低
一枝误失禽栖稳 三窟遥应兔迹迷
填寒涧溪还地厚 壅培山阜觉天低
万壑松风酬夜讽 一犁花雨发春吟
不妨契阔三年别 却得留连数日阴
僧中独守三千戒 诗里閒销七十春
僻寺苏深人到少 故山云好梦归频
御前曾写八分字 天上特宣三事衣
灯照衣庵霜后冷 鼎烹秋菌雨中肥
安民扶世在豪杰 贵人何必皆岩莘
嗟予坎壈今老矣 糊口相煎未能已
林涌乱云迎马足 峰回荒磴上羊肠
心花肯逐春同老 法雨何妨岁用康
几度看涛罗刹石 经年寻药武夷山
剃髭刃涩秋窗冷 补衲灯微衣榻閒
赴阙尚留支遁马 援毫应待仲尼麟
溟濛雪影松窗晓 狼籍苔花竹院春
节物伤心还惙惙 山光经雨自涓涓
潢池兵火今方炽 沟壑饥羸正可怜
诗成采笔挥琼玖 酒到酡颜散缬纹
莲沼滟翻宵溜急 槐庭清送午风薰
青春已作堂堂去 乌辔何由缓缓飞
入户呢喃轻语燕 隔林咿轧静鸣机
犬子亦应惭赋缟 痴儿端合愧夸盐
飞绵勃窣争平堑 冻笋槎牙欲堕檐
未容踏冻寻梅萼 应喜临风见柳花
炭重乌银争晓市 蔬挑翠羽荷邻家
力田孰若逢有秋 异哉甯戚亲饭牛
商歌未绝惊齐侯 遂从仲父盟葵丘
缤纷不逐槐花落 拂掠应从燕子飞
枝压画檐朝露重 影摇苔砌午风微
法境常清五十里 妙莲今现几千重
清凉解洗枝头露 变更能飞钵底龙
丹房昼睡烟霞暖 紫府夜归星斗寒
诗就几教山鬼泣 剑灵那许俗人看
祥云昼护神光现 瑞月宵临法乐鸣
华子冈头灵运赋 七星杉下蔡经盟
洗盂秋涧日华动 捣药夜堂云气香
苔藓乱青封叠石 杉松浓影过空墙
病起坐当秋阁迥 酒醒吟对夜涛寒
炉中药熟分僧服 榻上琴闲借我弹
峨冠共应贤能诏 策足谁非道艺流
经济才猷期远器 纵横礼乐封前旒
士气未饶军气振 文场端似战场酣
九关虎豹看劲敌 万里鹍鹏竚剧谈
昔遇明师开正教 今蒙圣帝助玄风
玉阳自此权行化 法众从兹好用功
四假岂能朝凤阙 三尸那得赴瀛州
虚无清净全今古 至道流传正祖宗
三界十方通一致 千经万论子无穷
玉藏抽添真水火 瑶宫凝结瑞云烟
形神俱妙人难会 空色都除理怎传
存神默默尘无染 养气绵绵道自然
开阐本元清净主 化生玄象舞胎仙
一气循环清宇宙 三光会合聚神明
玉坛瑞象埋仙迹 宝鼎祥辉隐化生
三界圣贤垂顾盼 一方道德尽精持
双双童子擎花节 对对祥鸾舞玉墀
增长谷神常不漏 流传血脉永无疴
全真发道忘生灭 见性通灵绝障魔
四大回还清气候 双泉灌濯玉容光
调神不动灾为福 遇物无私阴复阳
慧目澄澄无稍著 神珠朗朗绝纤埃
五方灵耀冲天出 一朵心花拂日开
紫府飘飘飞玉雪 瑶台渐渐吐金莲
神宫段段圆明结 法性虚虚照耀全
存心救拔通三界 全体光明彻九天
世外生涯唯我晓 壶中珍宝有谁怜
炼出宝珠含法界 化生灵耀接穹苍
虎龙蟠绕攒金鼎 日月飞腾照玉堂
三光影里搏心印 万法门中悟蜜多
两道清风穿紫府 六天如意出娑婆
玄理通融真自在 妙光澄澈恣逍遥
一声仙乐朝金阙 两道灵泉灌瑞苗
五道光明攒慧性 万般霞彩簇丹田
清音空外传真趣 苦海波中运法船
酒色气财佗活计 精神血脉自根荄
都教元海同居住 任使昆仑恣往回
一点圆明真了了 两回遭遇性融融
三田锻出留年药 九载修成越世功
色身混彻阴阳数 真性超离生死关
八脉通流元气海 万神攒聚玉京山
清闲暗使真真济 饱暖须教事事蠲
更向人间为实行 还同火里长青莲
出尘香艳离诸秽 照体光明射九天
开阐从初真道眼 修成无上大罗仙
霓旌绛节朝金阙 羽盖云旗映宝台
三界圣真同际会 五方童子久徘徊
性满虚空凝皓彩 丹成表里结祥云
顿超法界留玄教 传化人天赞圣君
心入绛宫冥照耀 气嘘丹鼎自回旋
形神俱妙烟霞锁 动静都忘性命全
更愿全神投内补 便当弃假悟真空
灵源固济无诸漏 神剑挥腾杀九虫
性烛光明常不昧 灵童踊跃自追欢
浮云消散禅天净 外事含容觉海宽
解脱灵宫万化生 冲和气海千疴灭
定超无漏大神舟 辊出长空秋夜月
绝尽机关达杳冥 抽添水火明颠倒
烹炼四象与三才 咄出七情并六耗
金关启锁玄风透 铁树开花大道传
威摄万灵齐庆贺 报通三世没灾愆
生育无名清净体 变通不坏杳冥宗
旌幢闪闪排云汉 环佩珊珊下太空
温温铅鼎神光绽 赫赫灵砂火候全
两溱玄风通岳顶 一溪寒玉降芝田
太极本宗开造化 始清玄象走浮沉
神收五脏邪难入 性灭三彭道自寻
地狱变成传道会 火坑化作度仙桥
闲听法鼓喧灵岳 便整云舆泛紫霄
七宝洞天常不夜 九清科法普传方
五行四象明交泰 万劫千生灭祸殃
顿超内外诸尘网 不落周围众苦崖
一点灵光无缺漏 四般假物任沉埋
威加远塞无边事 忠佐清朝用至仁
不外玉阳同庆会 每于福地结良因
大兴妙供因缘普 永保洪基海岳坚
欣乐太平齐庆贺 尊崇道德悉周全
颐神和畅同修炼 养志安恬合自然
开阐清虚观性月 斡旋造化舞胎仙
宜搜道理重开悟 好把尘情一并蠲
五脏辉辉生玉蕊 三田涌涌吐金莲
宝鉴神珠遭汩没 风灯石火不牢坚
诸公好把轮回咄 一志宜将性命全
化缘处处神明助 劝善重重福寿加
俗眷恩情都不论 玄门道德永无差
助缘助教功勋著 扶困扶危寿命长
一朵金莲离垢秽 两般玉貌出昆冈
尘中养就真如体 火里长开不谢莲
普愿搜真登彼岸 各须弘誓灭前愆
自己琢磨心垢净 佗时留驻内颜红
常行忠孝无私曲 应有神明指正宗
积德归依无上道 累功去了自心欺
万神涌涌超生灭 一性如如弗动移
洗心妙论通玄趣 绝虑回光究内闲
金玉堂前烹凤髓 烟霞洞里炼阳关
素光渺渺开心月 红艳辉辉覆性珠
既得元初真了干 任他四大散无拘
一切物情皆可绝 万般尘事不堪争
身心和畅千疴散 神气冲融四序平
普运丹诚须荐福 同行真孝必通天
香烟袅袅超三界 功德巍巍贯大千
大藏因缘非小可 玄门消息好追攀
增添福禄凭具行 保养形神使内闲
饥餐内宝真元秀 渴饮丹霞玉性红
一气周流清净体 万神齐会绛霄宫
学我逍遥观月宝 愿君猛烈断根尘
两朝圣帝开仙路 一举玄科享道恩
二气根元成造化 满天枝叶拂星辰
玲珑霞彩通三界 踊跃圆明出六尘
和睦人民天地喜 丰收田斛廪仓盈
因公正直无私曲 是处歌欢乐太平
且悟真修忘彼我 勿令外觅走西东
气神欲得朝元海 猿马须教锁绛宫
东海文山真古迹 西秦祖师旧良因
周全外行舍空界 混合玄功出世尘
密考丹经穷造化 安存灵物免悲伤
焚香祝寿功无失 报德酬恩道自昌
迩因几处修斋醮 速可同来结胜缘
莫把勤劳如世务 须知清净种金莲
三界十方通一化 普天众圣演真空
皇天后土垂洪福 吉事遐龄表善功
无内化生闲活计 有中变炼好家风
清音历历冲云汉 玉性灵灵话正宗
日魂月魄依时取 汞髓铅精用力收
都集神明朝玉帝 重开慧目赏琼楼
积德任教神鬼敬 颐真休被物情伤
阴阳颠倒人难见 性命圆成世莫量
若运肯心常不退 决明玄理悟无生
葛洪万卷终归道 惠子千箱谩教程
三田暗种留年药 一旦欣逢不死人
五道天光明闪烁 六阳地气发逡巡
青霄路远年光近 黑薄名高地狱深
范蠡张良非易学 镬汤剑树不难寻
收藏宝壁归中位 剔拨天机注内颜
光绽九宫观世界 道成永劫列仙班
解察阴阳时否泰 能通日月数亏盈
顺行九曜灾难反 复变三阳祸不侵
云路交参天浩渺 阴魔消散性昭彰
清音历历惊山鬼 灵耀团团满玉堂
有宝莫令他物盗 无心且与世尘同
包藏微密真如显 补惜精华法海空
运持灵秀攒金鼎 把握阴阳转玉环
永出洪波离爱海 就挥利剑劈恩山
千祥丹谷收真彩 万派银霞注逆流
金木河车搬凤髓 癸丁炉灶炼霜球
定息绵绵通正理 安神默默锁玄关
收藏真秀丹须结 打破虚空性自闲
至道希微无断灭 元神脱洒不淹留
温温铅鼎金光绽 寂寂灵宫玉焰收
情性调和如止水 气神交结若回环
灵珠灿灿腾云外 鹤驾飘飘出世间
澄澄察察身心净 冷冷清清事物空
细细绵绵还大孝 惺惺了了返云宫
暂离百结尘埃网 时叩重玄秘密关
性上发生真智慧 壶中认得古容颜
家道兴隆因建德 福星临注必除殃
愿人有幸扶玄教 学我无为达上苍
禁制奸邪因德政 恤怜老幼显歌谣
常蒙帝阙恩光降 足表忠心福行昭
休殢儒门求外显 好搜道理惜元阳
万尘根断超三界 一举功成贯十方
但觉身中清一气 渐看鼎内聚三才
青龙白虎呜哮吼 赤凤乌龟战往来
不惮辛勤成好事 须逢吉庆远非灾
旧庵拆了重修茸 善气将残复接栽
若解壶中交日月 便超空外步云霓
未归蓬岛朝真圣 聊向尘寰度执迷
精严每感诸仙喜 节俭能招百行攒
既向福田常润益 自然心地永舒宽
一著根源超等辈 两通盟誓透青天
三光密照开灵慧 四大冲和道渐传
光绽五明常不夜 六波罗蜜吐金莲
七情除灭圆明聚 八洞神仙同受宣
月里嫦娥观宝鉴 日中仙子玩珠宫
乾坤斡运明真理 混沌重开越胜工
万道毫光攥坎虎 千条赤凤罩离龙
满空圣众扶圆盖 玉女金童策主翁
紫雾红霞才绽处 玲珑七宝现威雄
神风静默惊山鬼 万化参差世莫穷
光压水天无势力 吾真三界得冲融
放心天下无违碍 四大神州饮几钟
虽说东坡真上士 足知大定胜元丰
和气流传生瑞象 清风明月透灵宫
天男天女从空有 绛阙琼楼匪世工
滚滚波心生玉虎 炎炎火里走朱龙
泥丸公子鸣天鼓 紫府真人舞醉翁
聚集万灵同庆会 飞腾八极示清雄
掣开古今神方秀 劈碎虚空理不穷
永永长生超造化 明明无相自圆融
上令百代登霄汉 遂享洪恩过万钟
助阐玄门扶内教 方令清世乐真丰
仙命莫令尘惹绊 苦空不得话艰辛
颐真养性存精秀 聚汞烹铅守谷神
一气升腾超造化 二仪变炼会初真
周天加减留年药 全道滋荣妙色身
斡运内丹凭火候 载般乌兔走蟾轮
三田应化灵宫雪 五脏冲和甘露律
内宝完全无漏果 纯阳混合古今因
清音历历动山鬼 云宴喧喧聒海滨
会遇诸天弘大教 时逢圣帝御严宸
自得无生相混合 玄都灵物锁幽关
炎炎大气空升降 赫赫天光辊玉坛
寂寂万神空里坠 亭亭元宝接昆山
攒攒玉姹投玄谷 聚聚金婴列瑞班
处处青莲开满日 空空玄象始归还
腾腾五色圆光飐 灿灿流霞万化攒
细细神风轻缥缈 灵灵金相自妆銮
清清宝壁盘恒住 净净灵砂透骨欢
默默了真非有说 明明全道事都删
清清静静全真理 默默虚虚守内容
细细绵绵吞紫瑞 澄澄察察饮霞风
盈盈聚聚天光结 杳杳冥冥立祖宗
遇遇遭遭超彼岸 端端的的话真空
仲尼蕴行同成侣 白首金容可作邻
三界十方归一化 千门万法妙通神
盖因缄口清心地 运转精光日月新
万万灵明常守护 千千鸾鹤自相亲
弄珠人捧江皋佩 刻玉岩开阆苑花
风月有情回俗驾 尘埃无处问仙家
御袍黄粉天然薄 醉脸胭脂分外殷
开晚东君留意厚 落迟晴昼伴春闲
苍阙门龙辞日下 红旌引骑照江湄
剡溪月午何妨醉 曲水春余好账诗
瓦弄寒蟾鸳卧月 楼生晴霭凤盘云
共谁交臂论今古 只有闲心对此君
座延穷鬼心不疑 炉锺横财渠自别
乐哉今为八十翁 神交园绮商山中
挥毫卓荦又惊俗 胸次峥嵘满贮书
日想僝功追往事 心知为政似当年
鲂鱼鱍鱍归城市 粳稻纷纷载酒船
此水遥连八功德 供人真净四威仪
当时迦叶无尘染 何事阌乡有土思
草庐有客歌梁甫 狗监无人荐子虚
解玩山川消积愤 静忘岁月赖群书
空花根蒂难寻摘 梦境烟尘费扫除
耆域药囊真妄有 轩辕经匮或元无
宝势旁连大江起 尊形独受众山朝
云泉别寺分三径 香山幽人止一瓢
不与物违真道广 每随缘起自禅深
舌根已净谁能坏 足迹如空我得寻
云涌浴槽朝自暖 虹垂斋镬午还晴
铜瓶各满幽人意 玉甃因高正士名
追攀更觉相逢晚 谈笑难忘欲别前
客幙雅游皆置榻 令堂清坐亦鸣弦
家庙比来闻泽厚 公孙今果见才高
明时尚使龙蛇蛰 壮志空传虎豹韬
眼看南山露崖窾 心随东水转波涛
归期正自凭蓍蔡 生理应须问酒醪
生才故有山川气 卜筑兼无市井嚣
三叶素风门阀在 十年陈迹履綦销
今日更知莱氏隐 暮年长忆武陵游
欲营垣屋随穿斸 尚叹尘沙隔献酬
柳条不动千丝直 荷叶相依万盖阴
漠漠岑云相上下 翩翩沙鸟自浮沈
膝下往来前日事 眼中封植去年心
每怀樽斝沾余沥 独喜弦歌有嗣音
指点韦城太白高 投鞭日午陈桥市
杨柳初回陌上尘 烟脂洗出杏花匀
昼寓椁砖常至夜 冬沿沟彴复寻春
南陔不洎公归里 苍墓垂成我丧亲
水底旧波吹岁换 柳梢新叶卷春回
尘沙浂漠凋双鬓 箫鼓匆匆把一杯
新诏各从天上得 残樽同向月边倾
已嗟後会欢难必 更想前官责尚轻
禁柳万条金细捻 宫花一段锦新翻
身闲始更知春乐 地广还同僻世喧
河势东南吹地坼 天形西北倚城斜
倾壶语罢还登眺 岸帻诗成却叹嗟
