春风梳柳燕裁锦 秋雨点芦蛙弄声
流水天然趣 游鱼自在缘.
倚槛含真谛 临池识化机.
碧沼源通,泉流甘露 翠蜂烟绕,彩焕慈云.
音何可观,聪明本无二理 佛亦称寺,儒释原有同情.
问菩萨如何倒坐 因世人不肯回头.
道通天地乾坤大 德贯古今日月长.
大千世界 不二法门.
暮鼓晨钟,惊醒世间名利客 经声佛号,唤回苦海梦中人.
体生虽有相 云出本无心.
体性圆明归净土 云昙花雨结良缘.
金铺大地 轮转法华.
慈竹苍松,果证菩提观自在 云窗月净,透明心地见如来.
慈航普渡 云路同登.
莲新结东林,瑞蔼祥光辉净土 慈云垂宝境,天花法雨散祗园.
到门不敢题凡鸟 入海终为戴角鱼.
五姓六贤,师友也,兄弟也 千年一脉,俎豆之,馨香之.
以诗书为线 掐笔墨为钩.
于此中寻活泼 就如许问源头.
五科三解元,春色文章增瑞气 一点两主考,凤衔紫诰培天恩.
帝乃诞敷文德 天之报施善人.
我知功名以人重 帝其阴骘与天通.
万里云山齐到眼 九霄日月可摩肩.
萍实纪千秋,宴会畅谈楚史传 踪迹行万里,旅邸欣奏渭城曲.
雪逞风威,白占田园能几日 云乘雨势,黑瞒天地不多时.
出东门,搬西游,南腔北调 打春雷,落夏雨,秋收冬藏.
医术救人,家学渊源承仲景 高风冠士,神仙事业并旌阳.
墓碑如新,足证神仙来吉水 宋盟有幸,长叨福庇荫金村.
天为善士澹厥灾,身先取义光千古 民到于今受其赐,肘后传方活万人.
千载奉声灵,想当年捐献救患,世荷帡幪,萍水长流思厚泽 群生登仁寿,喜此日妙手回春,方传遐迩,枌乡共乐荐明禋.
秀才别具经纶,勿侈谈功业,即此寿世良方,良医允称良相 世人志宏胞与,溯胡老传闻,能为独尝苦水,成道乃克成神.
是谁从百世以后,能常念华夏同胞,长尽其医家义务 惟公崇上古之风,独自精歧黄遗学,不愧为国手神通.
济世有良方,顾一邑黎庶,诞登仁寿 捐躯非易事,看千秋蘋藻,祇荐馨香.
志在扶危,神灵到处昭显应 心存济困,士女悉皆荷帡幪.
恩泽滋灵山,看众姓偕来,白酒黄鸡隆报赛 精灵留楚水,想三闾如在,澧兰沅芷荐馨香.
六代大夫一二品 九重恩慰存千秋.
方明寿老中天世 廊庙江湖爱国心.
一死激成新世界 万山罗拜此英雄.
为祖国捐躯,倡义先声垂宇宙 择名山葬骨,稽勋旷典炳旂常.
晋代访高人,莫把飞升谈道术 旌阳留胜迹,全凭忠孝作神仙.
何须为古担忧,听檀板敲残,依然风清月朗 正好及时行乐,来霓裳舞罢,惟见水远山长.
转眼便收场,任苦乐殊形,只传得一歌一哭,流传菊部 到头俱是戏,看描摹尽态,须留些好模好样,付与梨园.
竹焚留节,玉碎留白,身死留名,其为气塞天地 富贵不淫,贫贱不移,威武不屈,此之谓大丈夫.
如公自是奇男子 举世谁为大丈夫.
地因春暖 花待时开.
把卷长吟,见嘉树碧园,低枝红亚 倚门闲眺,正当头月上,到面云生.
楼前月色池中柳 阶下桐阴窗外蕉.
梧桐院落花千树 杨柳池塘月一楼.
自有卷书消永日 莫抛心力作词人.
快雪时晴入佳想 耨水耕山息故林.
四时最好是三月 千金无复换新诗.
游鱼潜绿水 好鸟鸣高枝.
松柏有本性 园林无俗性.
幽居在空谷 努力爱春华.
竹苞松茂风光古 水远山长泽润多.
孤悬天地心. 白露洲中分二水；
黄鹤楼雄踞半城. 合吴楚两大观,都归此境；
作章贡一夕话,续到吾侪. 故人飞上金銮殿；
乘兴来为玉局游. 八境天开,觞咏一时多古意；
双流水抱,宦游千里监臣心. 章贡会双流,俯仰沧桑,大地风云天外起；
楼台收八景,依稀城郭,故乡烟雨梦中来. 万家灯火依山堞；
百转滩声绕石楼. 千里江山控南服；
一城图画咏东坡. 此亦岳阳大观,谁共后先忧乐；
话到双江流水,勿忘伊洛渊源. 木客老空山,孤塔奔喘吟境似；
梅花怀远帆,江南岭北故人疏. 云影涌沧茫,八境画图开北岭；
古今成俯仰,三年宦迹问东坡. 地据虎头城,横绝八方,缅莱公坐镇北门,终古回环衣带水；
天留鸿爪印,凭高一顾,招苏子归来南海,重新摹写笠屐图. 长剑倚崆峒,谁向空中弄明月；
大江流日夜,坐看奔湍绕石楼. 王文成继诸葛平蛮,自桶冈归来,八境风云开八阵；
孔知军为章贡弭患,索眉山题咏,双清心迹胜双江. 双江一夜话；
二老百年心. 寒灯相对记畴昔；
乔木如今似画图. 白云在天,明月无极；
幽赏未已,高谈传情. 幽人空山,如有佳话；
流水今日,若为平生. 松柏有本性；
乾坤一草亭. 何处著此身,弹指现空中楼阁；
会当凌绝顶,昂头吸天上星辰. 玉垒绕双江,画鹢波平,想当年王浚楼船,阎公棨戟；
金坛开八阵,坐狨云拥,看此日长松都尉,细柳将军. 众生皆入梦；
何忍独为醒. 当门等个人来,望穿眼孔；
此地能同我坐,练定性根. 直指见心,慈云塔观如来,金粟眼前,七宝庄严参佛相；
回头是岸,甘露泉有大士,白莲座后,一瓶清净悟禅机. 我生近圣人居,教泽如新,敢忘鲁壁金丝,尼山木铎；
此来继贤者后,风流未泯,窃愿士崇礼仪,俗尚弦歌. 薪传本孟氏七篇,吾道不孤,况此地曾留手泽；
樟里溯姚江一派,典型未泯,与诸君同爇心香. 五岭北来山到地；
九州南尽水边天. 廿七铺奉此为主；
亿万年唯我独尊. 顷刻驰驱千里外；
古今事业一霄中. 传来往事留金銮；
谱出高歌彻紫霄. 有月严光濑；
无金郭隗台. 响彻铜琶,千古大江东去；
吹残铁笛,一声孤鹤南飞. 谁曾见北宋名贤？有隔岸千峰,依然秋色；
何处闻南熏法曲？只绕城一水,不断江流. 庾岭继东山法脉；
曹溪开洙泗禅门. 衣钵真传,明心见性；
菩提无树,落叶归根. 佛山何等庄严,法苑宝林,占领曹溪山水；
圣迹独标灵异,大云甘露,扶持震旦乾坤. 结庐在人境；
步屧随春风. 三分水,四分竹,添七分明月；
五步楼,十步阁,望百步长江. 尚欲乘长风破万里浪；
不妨处南海弄明月珠. 结庐人境；
伐檀河干. 药是当归,花宜旋复；
虫还无恙,鸟莫奈何. 陆沉欲借舟枳住；
天问翻无壁受呵. 万象涵归方丈室；
四围遍列自家山. 博爱从我好；
宜春有此家. 爱国惠民,玉树芝兰佳子弟；
春风化雨,朱楼画栋好家居. 南朝状元宰相；
西京孝子忠臣. 闲坐小窗读周易；
每依南斗望中华. 其文如北斗皆企焉望之,况来刺吏；
此地亦先生所履而过者,旧属潮阳. 天下文章莫大于是；
北方学者未之或先. 我爱邻居邻爱我；
鱼傍水活水傍鱼. 卧莲庵读书,是天人福慧；
悬桃花悟道,须来者聪明. 洞口留仙眠石榻；
门前送客步云梯. 湖水苍茫,客到路从花外问；
岩山寂历,僧归门向月中敲. 地有七星邻北斗；
人如二客伴东坡. 水与石争地；
云携山上天. 到此处才行一步；
望诸君莫废半途. 客游图画里；
僧语水云间. 众生平等；
一切有情. 山川异域；
风月同天. 百城烟水无双地；
五岭归宗第一山. 不作风波于世上；
别有天地非人间. 山气半归湖内雨；
涛声遥答渡头钟. 尘事未除人自若；
江山无恙我重游. 莲花历劫香初地；
云液飞泉响万峰. 万本松杉千笏石；
百重云水一声钟. 锁两粤咽喉,来往便登福地；
食十方粥饭,清贫不负名山. 云里钟声,云外泉声,昼夜喧流,如是法轮普转；
岭南粤秀,岭西独秀,江山佳气,都为福地来朝. 七石碧巉巉,终古星芒垂北户；
一轮光皎皎,此间月色满西江. 兀兀醉翁情,欲借斗杓共酌酒；
田田词客句,闲倾荷露试烹茶. 百战子龙身是胆；
千秋袁粲死犹生. 惟江水绿招凉去；
常侍风清赏雨来. 瓶添涧水盛将月；
袖挂松梢惹得云. 石墨一枝春,问山僧梅子熟去；
梵钟几杵晓,唤世人尘梦醒来. 赠鹿果然圆旧梦；
牧羊何事动哀思. 事业已为前辈录；
典型留与后人看. 地居廉让之间,二分流水,三分农圃；
学有经济者贵,半部论语,一部春秋. 黄裔于今延宗祀；
赤湾长此巩皇陵. 烟锁河堤树；
炮镇海城楼. 春树有情迎过客；
名山无恙慰诗人. 北宋访残碑,人去未忘罗汉果；
东莞标古刹,我来曾吃赵州茶. 俎豆莫维桑,本此地更同吟社；
祠堂傍修竹,补先生未到行窝. 天命有归,万里长城宜自坏；
人心不死,千秋有道任公评. 冠冕通南极；
文章接上台. 一椽所得；
五桂安居. 德雨沾濡松柏茂；
春风披拂木兰香. 星躔七曜；
月偃一弓. 遗址话金汤,有人筹笔登临,大树荫中思将帅；
长江看烟雨,喜我凭栏眺望,白云深处见人家. 无命复何如,徒令上将挥神笔；
未捷身先死,长使英雄泪满襟. 余地三弓红雨足；
荫天一角绿云深. 每思所过名山,坐看奇石皴云,依然在目；
漫说曾经沧海,静对明漪印月,亦足莹神. 月在荔枝树上；
人行茉莉香中. 仙人旧馆；
海上神山. 等闲辜负年光,看绿镜楼台,翠凉亭宇；
何人重赋清景,待三生杜牧,前度刘郎. 塞雁初回,江静林昏成独梦；
陇梅欲寄,蹄轻鞍稳更何人. 不必定有梅花,聊以志将军姓氏；
从此可通粤海,愿无忘宰相风流. 挂角何时,偶为岭上主人,犹想象千秋风度；
举杯欲问,可许山中置我,试管领万树梅花. 山中藏古寺；
门外尽劳人. 驿使暂停花下骑；
寺门深锁岭头云. 林罅忽明知月上；
竹梢微响觉风来. 何处寺飞来,天与开山留佛住；
此间尘不到,我非观水亦心清. 起八代衰,自昔文章尊八斗；
兴四门学,即今俎豆重东郊. 蓝关雪拥尚存疑,我识先生,万里初程来此土；
衡岳云开遥纪胜,人怀刺史,千秋元气在斯文. 百世之师,匹夫有志公可法；
三书犹在,宰相无名鬼不灵. 此乡为闽桥通衢,前朝战垒犹存,宜以诗书回犷俗；
其地有昌黎遗庙,多士讲堂新立,固应山斗仰名贤. 却聘守贞,素心清似长潭水；
坠崖殉节,碧血光照一线天. 雨打波心,看出茫茫象眼；
风吹水面,浮来片片龙鳞. 雄距南北双峰脊；
镇摄云深两澳关. 秉烛岂避嫌,斯夜一心在汉室；
华容非报德,此时两眼已无曹. 师卧龙,龙子龙,龙师龙友；
弟翼德,兄玄德,德弟德兄. 千秋文笔振金石；
百丈光芒贯斗牛. 春秋多佳日；
谈笑有鸿儒. 寻幽已入神仙境；
小憩权归清宴堂. 开笼放鹤横江去；
扫地焚香待客来. 空山云雨自今古；
一亭风月满乾坤. 流水不将山色去；
好风时卷市声来. 拳石生层云,今日当为天下雨；
双流夹明镜,此间深见古人情. 有公方见科名重；
是气原从道义生. 热血腔中只有宋；
孤忠岭外更何人. 鸟语和溪音,自在笙簧,不假人间丝竹；
山云笼树色,天然图画,何劳笔下丹青. 叱起三生石；
岩开万善门. 瀑水当亭晴亦雨；
松涛绕榻夏犹寒. 月喧穿石水；
风折断岩烟. 响彻铜琶,千古大江东去；
吹残铁笛,一声孤鸥南飞. 鞠躬尽瘁,死而后已,比之殷有三仁,同一肝胆；
托孤寄命,节不可夺,语云天无二日,铭诸腹心. 棋到残难算；
金从炼后真. 君臣三大节；
词赋十先生. 看江水潮落潮生,粤海中国尚有君,何从间关从二帝；
听秋声风来风去,崖山下天教绝宋,至今气节属三人. 臣事君以忠,其三人斯仁至矣；
仕见危受命,虽百世有宗存焉. 庾岭继东山法脉；
曹溪开洙泗禅门. 花间酒气；
竹里棋声. 何年三岛移来,玉涧珠泉,天遣峰峦符福地；
此地群仙高会,莺飞凤翥,人从云气望蓬莱. 千重云气排月阙；
万古泉声护洞门. 曲水长流,跨鹤旧寻三洞古；
白云犹在,与梅同住一山幽. 驻琴头,志在高山流水；
朝月阙,境开福地洞天. 几点梅花归笛孔；
一湾流水入琴心. 四时无冬无夏；
终岁不暑不寒. 雨水调匀,终年丰润；
榈棕青翠,四时不凋. 问大士缘何倒坐；
恨凡夫不肯回头. 搔痒不着赞何益；
入木三分骂亦真. 周召王基所化,考献征文,不独纂成耆旧传；
燕赵古称多士,希风采韵,相期同翊圣明时. 千古不梳龙凤髻；
万年犹著旧时裳. 日为宝镜天天照；
月作明灯夜夜光. 丹山登天；
彩霞团地. 风过竹林犹见寺；
云生锦水更藏山. 扶取携而不竭,任卤浸盐蒸,独漂中淡；
………… 风过有声留竹韵；
月明无处不花香. 百城烟火无双地；
六代风幡自一天. 案上存三五卷书,虽学难博；
年终食四十两俸,不养而廉. 风动也,幡动也,清池碧水湛然.
唐汉无双寺 古今第一山.
无奈荔枝何,前度来迟今太早 又摇苏舸去,主人不醉客常醺.
闭门宛在深山,好花解笑,好鸟怡情,尽是天生活泼 开卷如游往古,几辈英雄,几番事业,都成文字波澜.
石磴泉飞山欲静 洞门云掩昼多阴.
古柏香萝峰,文坛艺苑无双品 大川近颖水,别派分流共一源.
千树梅花百斛酒 万缕香雪一山云.
党纪似铁 军令如山.
升官发财,请走别路 贪生怕死,莫入此门.
一片春云凝紫气 几番秋雨忆黄花.
七十二健儿,酣战春云湛碧血 四百兆国子,愁看秋雨湿黄花.
咨议局前新鬼录 黄花岗上党人碑.
碧血千秋冲敌涌 黄花四季傲霜开.
群贤毕至,少长咸集 清风徐来,水波不兴.
环海波澄,犀甲军排金鼓肃 层霄月上,骊珠光射斗牛寒.
砥柱奠中流,万沽风涛横地轴 楼船屯劲旅,五更鼓角壮军声.
楼阁俯中央,最难忘曲榭回廊,良霄风月 江天雄一览,犹思见伏波横流,往日勋名.
三元古观 百粤名山.
香龛十笏佛无语 清磬一声人到门.
法雨化分千佛国 昙云变护五羊城.
永离盖缠,放无量色光明纲 常服善铠,出不思议变化云.
逞披发仗剑威风,仙佛焉耳矣 有降龙伏虎手段,龟蛇云乎哉.
回首玉堂,闻乐未忘天上曲 赏音珠海,采风兼及越南讴.
一阙荔枝香,听玉笛吹来,遍传南海 双声杨柳曲,问金樽把处,忆否西湖.
愧当代以医名,未能以奸雄破腹穿胸,把他心肠易换 慨沉疴非药治,愿各从平日修身积善,默邀神鬼扶持.
墨妙隐榕骨,岁久又从花壁见 波光泛仙掌,夜深时有画船来.
大腹能容,容天下难容之事 张口而笑,笑世间可笑之人.
一塔有碑留博士 六榕无树记东坡.
烈士史长传,义在广州功在国 陵园春永驻,花常吐艳柏长青.
生经白刃头方贵 死葬红花骨亦香.
拨开云雾见青天,千百年林莽迷离,复睹庐山真面目 坐揽江山看胜地,一二点尘埃不见,好沿泉水悟禅心.
清坐使人无俗气 碧树为我生凉秋.
百花欲笑梦初觉 万古不愁云自开.
王右丞辋川,诗中图画 葛仙翁丹灶,物外烟霞.
剪烛高歌,尽低回本事诗篇,闲居岁月 停杯试问,有多少眼中奇士,梦里名山.
闭户餐素藏真,不时明月直入 开轩焚香读易,难得清风徐来.
求自在不自在,知自者自然自在 悟如来想如来,非如来如是如来.
以诸花香而散其处 合众鼻孔尽为德云.
百千日月,百千须弥,庐不出莲花藏里 八万人天,八万贤圣,众同游香水海里.
永和风日宜吾辈 胜林园地得后生.
五枝锦树荣今代 百秩仙筹萃一门.
红桥映海三更月 石瀃通江两度潮.
引我舒怀山远近 催人行乐冢高低.
竹种多年,不尽凉阴醒鹤梦 仙归何处,尚留古刹界鸿沟.
笑携天子同舟,一曲未终,明月替人圆好梦 怕对离筵今夕,三杯更尽,春风吹我上长安.
文如大历十才子 园似将军第五桥.
我生恨不见古人,是邦耆硕如林,文彩功事皆旷绝 名士从来有部落,今日横流遍地,英雄时势两相需.
居是邦,事其大夫之贤,过则相规,善行相劝 当秀才,即以天下自任,处为名士,出为名臣.
虽富贵不易其心,虽贫贱不移其行 以通经学古为本,以救世行道为贤.
尊其所闻,行其所知,合岭南东道、岭南西道人才,互相师友 博我以文,约我以礼,令汉儒经学、宋儒理学宗旨,同造圣贤.
校经愿学顾千里 佞宋遥分黄一廛.
故作轩窗挹苍翠 要将弦诵答潺湲.
听诸生夏弦春诵,声出户处如金石 到此地吟风弄月,花落水面皆文章.
招邀数君子 沉醉万荷花.
先有本而后有文,读三代二汉之书,养其根,竢其实 舍希贤莫由希圣,守先正大儒之说,尊所闻,行所知.
地接南园,看苍翠成林,疑身到六桥二竺 天开东壁,聚丹黄满架,此中有百宋千元.
诸君到此何为,岂徒学问文章,擅一艺微长,便算读书种子 在我所求亦恕,不过子臣弟交,尽五伦本分,共成名教中人.
