崇正学； 育真才。
天地间有大纲,耿耿孤忠,守正朔以挽虞渊,只自完天气节； 古今来为创局,茫茫荒岛,启沃壤而新版宇,犹思当日艰难。
竟同佛祖并尊,果然意味深长,其胆识超越庸才,焉能鄙视； 留下图腾遗迹,莫怪内容荒诞,为后人提供史实,值得研究。
到岸猛回头,听潕阳第一滩声,浪与篙争,好仗神威资利济； 顺流须努力,看黔国万重山水,峰随舵转,全凭忠信涉波涛。
今日坐湖上新亭,风物最宜人,后乐先忧,抵掌纵谈当世事； 此地是豫章旧馆,江山添胜迹,南金东箭,关心同展济时才。
十五年定鼎金陵,时势限英雄,壮志未酬,处处关河流碧血； 卅七人宁为玉碎,弦歌怀烈士,高山仰止,年年桃李吊忠魂。
看汉史李儒横恶,董卓逞奸,妄想总成空,渲传自醉人人骂； 想吾家太尉精忠,广文纯孝,令仪今宛在,编入梨园个个欢。
桃花林,夹岸数百步,中无杂树,芳草鲜美,落英缤纷,渔； 人甚异之；复前行,欲穷其林.林尽水源,便得一山,山有。
大惊,问所从来,具答之,便要还家,设洒杀鸡作食,村中； 闻有此人,咸来问讯.自云先世避秦时乱,率妻子邑人,来。
此绝境,不复出焉；遂与外人间隔.问今是何世,乃不知有； 汉,无论魏、晋.此人一一为具言所闻,皆叹惋.余人各复。
延至其家,皆出洒食.停数日辞去,此中人语云：“不足为； 外人道也！”既出,得其船,便扶向路,处处志之.及郡下。
诣太守说此.太守即遣人随其往,寻向所志,遂迷不复得路； 南阳刘子骥,高士也,闻之,欣然规往,未果,寻病终.后。
丈夫非出则处,一蓑遥傍陇云深,安见耕隅的不是间中经济； 圣贤因病为医,双毂特咨烟水渡,岂容狥世者妄参言下津梁。
来七二峰云气,挹八百里湖光,沅澧芷兰,自古人才推楚尾； 聚十万户炊烟,明卅六湾秋月,沧桑兵火,欲将世事问天心。
登阁看风光,携玉笛,握银箫,三弄一声,落梅缥缈长沙水； 环城多胜迹,蔡锷庐,黄兴墓,忠肝义胆,香骨常闻岳麓山。
白云黄鹤,四顾苍茫,有好诗传九百年前,楼阁重新谁更上； 词客神仙,一流人物,看东湖在三千里外,海潮不到我能来。
有所愁便写,无可道便罢休,君若问神仙,试想想崔李本事； 一自下故深,百能容故博大,我来望江汉,长殷殷官胡替人。
数千里奔湍激流,到此楼前,公暇一凭栏,江汉双流相映照； 十余年英雄人物,恍如梦幻,我来重访鹤,沧桑三度记曾游。
频年感乡国兵戈,幸丹梯可蹑,青嶂重登,出世顿教尘境隔； 此地是神仙洞符,看灵瀑时飞,誓坛高矗,入门便觉道心生。
千朵莲花山滴翠,二宫、六观,红墙绿瓦清幽地,风光无限； 万株古柏树生岚,五寺、七庵,暮鼓晨钟世外天,仙客有缘。
辛苦历数载征途,记岳郡题楼,洪都登阁,斯游又几生修到； 辟空耸千层顽石,却远观似画,近看似诗,此峰从何处飞来。
悬空削出芙蓉,壁立中流,任他巨浪掀腾,千仞岩墙攻不下； 何处飞来踪迹,挺身北向,作我佳城朝对,一支牙牌插当前。
代如来说法,俾上下古今百千年,为灵为厉为忠臣,多闻斯道； 做舍利推想,合东西南北十分界,若寡若鳏若孤独,一视同仁。
当年多少英雄,功收歌舞,叹霎时响屧成墟,把酒临风浇块磊； 此地几番岁月,变历沧桑,寻佳话浣纱留胜,挥毫酹月费平章。
大好光景,小筑幽栖,怀旧寄深思,独慨白傅龛成,黄公垆邈； 旷代名流,同堂晤对,论诗犹余事,也当追踪七子,嗣响四灵。
踞三江而扼吭,看远近层峦秀耸,碧浪潆洄,永固浙东之锁钥； 俯六国以当关,任往来宝藏云屯,牙樯林立,会同海岙之共珠。
浩劫忍重论经,五十年尘世沧桑,韵事流传,犹有图书开浙派； 昔贤今不作抚,二百家印人翰墨,香瓣宗仰,可容衣钵倡瓯风。
庙貌壮湖山,崇德报功,隆千百年俎豆馨香,不独云礽钦列祖； 版图拓吴越,安民保境,树亿万载封疆模范,至今海宇颂前王。
潮用铁弩射,功用铁卷铭,念先人铁石心肠,百世勋名高铁柱； 族以钱山称,县以钱塘著,愿我辈钱家子姓,千年祠墓守钱王。
记素王问礼殷勤,其犹龙乎？敏而好学,信而好古,君应称老； 述黄帝传心秘要,执大象也！听之不闻,视之不见,道莫能名。
大慈悲度无量劫,来游诸士女,果迷津识破,千寻南海不扬尘； 山名天竺,西方即在眼前,千百里接踵朝山,海内更无香火比。
溯南荆重望,推北宋名臣,八百年峻节流传,奕叶无忘缵绪意； 自东武旧家,拓西湖新址,数十本嘉桐茂豫,孙枝永衍锡圭荣。
西邻是水竹新居,路转峰回,更添绝好楼台,三竺湖山如旧识； 东望有坚匏别墅,花明柳暗,又复自成村落,四时风月属君家。
水凭冷暖溪涧,休寻何处来源,咏曲驻斜晖,湖边风景随人可； 月自缺圆亭畔,莫问当年初照,举杯邀今昔,天上嫦娥认我否。
圣德比天高,二百年兵革常灾,虽君明臣忠,赤子亦难逃运数； 库藏如海会,四万里车书一统,况星罗棋布,金瓯原来缺分毫。
富贵不能淫,贫贱不能移,威武不能屈,所孝者神,所过者化； 好学近乎智,力行近乎仁,知耻近乎勇,虽愚必明,虽柔必强。
数重楼苑,万顷江田,碧荷映日,紫竹浮烟,千古迷人繁盛地； 十里春风,一湾湖水,白塔凌空,绿杨垂岸,九州耀眼艳阳天。
聆棹歌声,辨云树影,掬月波香,水绿山青,此地有出尘遐想； 具著作才,兼书画癖,结泉石缘,酒狂花隐,其人真绝世风流。
百花潭烟水同清,年来画本重摹,香火因缘,合以少陵配长史； 万里流风波太险,此处缁尘可濯,林泉自在,从知招隐胜游仙。
地当黄运之中,水欲治,漕欲通,千里河流,涓滴皆从心上过； 官作军民之主,宽以恩,严以法,一方士庶,笑啼都到眼前来。
记吾邑,卧龙有阁,亦号蓬莱,衙罢试登临,望乡如入山阴道； 看此间,虚蜃成楼,别开世界,仙缘欣邂逅,祷海无烦坡老文。
履武生圣神,吞卵亦生圣神,须知大圣大神,亦帝母仪垂万古； 子妇为皇后,女孙并为皇后,终让太皇太后,丹陵慈荫被中天。
尊其所闻,行其所知,合岭南东道、岭南西道人才,互相师友； 博我以文,约我以礼,令汉儒经学、宋儒理学宗旨,同造圣贤。
瀑从何来？人言较冀盘山,越天台,赣匡庐,其倒海翻江尤诡； 楼不在大！我愿携晋庾亮,齐谢朓,唐崔颢,为赋诗载酒之游。
频年梦断碧鸡游,记曾东林访旧,西土怀归,好认取湖山面目； 大地痛深青犊乱,安得仗剑平魔,投戈礼佛,幸勿忘菩萨心肠。
从太和环翠踅来,觉杖影钗光,酒战棋枰,小句留却十分款洽； 把鸣凤鹦鹉游遍,话古迹今吾,山奇水胜,大忙碌实整日清闲。
崛起于草野之间,拓土开疆,一时耀武扬威,业绩声名全国震； 据守在咽喉之地,归唐附藏,几度翻云覆雨,是非功过后人评。
善剪裁,善铺陈,善烘托,善夸张,刻刀超群绝伦,惟妙惟肖； 或威武,或文雅,或庄严,或美丽,形象显明生动,多采多姿。
士恒士,农恒农,工恒工,商恒商,族少闲民,便是兴隆景象； 父是父,子是子,兄是兄,弟是弟,门无乖气,方为孝友人家。
聪明正直为神,谁主兹山,前身莫是张孝基、蒋子文一流人物； 富贵功名如梦,欲求渡世,此间便有长生草、不死药各种仙方。
江河日下,儒林以汉宋分门,问谁宗陆宗王,直入竺皇三象学； 天地雷轰,时局正虎狼当道,容我一邱一壑,琢成生佛万家龛。
金戈铁马挟风雷,倒海翻江,诗情瑰丽雄奇,战地黄花香万里； 短兵长戟惊神鬼,凌霄揽月,笔意纵横驰骋,书中圣手炳千秋。
自白光开创以来,祖德灵长,迄今三百余年,重新广厦供罗汉； 历同治中兴而后,人心沉溺,愿将二十八品,普济群生讲法华。
何须多说元机,只一片白云,往来万里桥头,斜折梅花开笑口； 果是飘然仙侣,看双骑黄鹤,缥缈百花潭上,高楼玉笛破尘心。
自撒金莲去,太息此台空,莽莽长川,问今代读书,谁其嗣者； 记从玉笋参,仅留禅悦在,悠悠浩劫,倘先生说鬼,我欲闻之。
来游凡几,不提防瓦砾场空,回思画意重重,白酒黄花浑一梦； 报国何从,且整顿湖山名胜,留取泥痕点点,残棋剩粉亦千秋。
千古名胜又重新,是谁润色江山,应追思屈子文章,贾生才调； 四面烽烟都扫尽,到此安排樽酒,好携来洞庭秋月,衡岳春云。
岂天下已安时,看灯火万家,敢忘却屈大夫九歌,贾太傅三策； 此城南最高处,更楼台百尺,好管领卅六湾风月,七二峰云岚。
汉水接苍茫,看滚滚江涛,流不尽云影天光,万里朝宗东入海； 锦城通咫尺,听纷纷丝管,送来些鸟声花气,四时佳兴此登楼。
层楼高百尺,到最上头放开眼界,直看我玉垒浮云,锦江春色； 往事越千年,是真才子自有胸怀,那管他儒臣持笔,诗史题吟。
神仙忠孝有完人,抱朴存真,功侔两地参天,不尽飞裾成蝶化； 道术儒修无二致,丸泥济世,泽衍药池丹灶,可徒遗履认凫踪。
笑啸几人,同祠丹崖,地近东坡,知从古忠孝神仙,心源一契； 翱游天下,小暮苍梧,朝来北海,看此间蓬瀛方丈,拳石三山。
云阶月路引人来,乐水志在水,乐山志在山,随处襟怀随处畅； 学海书城延客入,见仁谓之仁,见智谓之智,自家门径自家求。
春风解恼诗人鼻； 非叶非花自是香。
潞公煎茶学西蜀； 定州花瓷琢红玉。
寒夜客来茶当酒； 竹炉汤沸火初红。
磨成不敢付僮仆； 自看雪汤生玑珠。
坐客皆可人； 鼎器手自洁。
蜀土茶称圣； 蒙山味独珍。
何须魏帝一丸药； 且尽卢仝大碗茶。
青灯耿窗户； 设茗听雪落。
茶映盏毫新乳上； 琴横荐石细泉鸣。
寒涧挹泉供试墨； 堕巢篝火吹煎茶。
更作茶瓯清绝梦； 小窗横幅画江南。
长安酒价减千万； 成都药市无光辉。
银瓶泻油浮蚁酒； 紫碗铺粟盘龙茶。
春烟寺院敲茶鼓； 夕照楼台卓酒旗。
茶鼓适敲灵鹫院； 夕阳欲压赭圻城。
寒泉自换菖蒲水； 活火闲煎橄榄茶。
黄金碾畔绿尘飞； 碧玉瓯中翠涛起。
小石冷泉留翠味； 紫泥新品泛春华。
样叠鱼鳞碎； 香分雀舌鲜。
绿甲蝉膏泛； 红丁蟹眼遮。
舌本芳频漱； 头纲味最佳。
瀹泉尝玉茗； 泼乳试金瓯。
茶甘酒美汲双井； 鱼肥稻香派百泉。
青青翠竹尽是法身； 郁郁黄花无非般若。
兼然幽兴处； 院里满茶烟。
吟诗不厌捣香茗； 乘兴偏宜听雅弹。
茶香高山云雾质； 水甜幽泉霜当魂。
心随流水去； 身与风云闲。
茶鼎夜烹千古雪； 花影晨动九天风。
欲试点茶三味手； 上山亲汲云间泉。
入社陶公宁止洒； 品泉陆子解煎茶。
玉杵和云春素月； 金刀带雨剪黄芽。
舌底朝朝茶味； 眼前处处诗题。
诗床竹雨凉； 茶鼎松风细。
乘兴诗人棹； 新烹学士茶。
媚春光草草花花； 惹风声盼盼茶茶。
半壁山房待明月； 一盏清茗酬知音。
待到春风二三月； 石炉敲火试新茶。
小桥小店沽洒； 初火新烟煮茶。
蚕熟新丝后； 茶香煮洒前。
花沟安钓艇； 蕉地著茶瓯。
春风修禊忆江南； 洒榼茶炉共一担。
寒灯新茗月同煎； 浅瓯吹雪试新茶。
草堂幽事许谁分； 石鼎茶烟隔户闻。
平生于物之无取； 消受山中水一杯。
加起炊茶灶； 声闻汲井瓯。
幽人采摘日当午； 黄鸟流歌声正长。
竹灶烟轻香不变； 石泉水活味逾新。
冷然一啜烦襟涤； 欲御天风弄紫霞。
济入茶水行方便； 悟道庵门洗俗尘。
闲是闲非休要管； 渴饮清泉闷煮茶。
风流茶说合； 洒是色媒人。
汲来江水烹新茗； 买尽青山当画屏。
一瓯解却山中醉； 便觉身轻欲上天。
味为甘露胜醍醐； 服之顿觉沉疴苏。
扫来竹叶烹茶叶； 劈碎松根煮菜根。
国不可一日无君； 君不可一日无茶。
竹露松凤蕉雨； 茶烟琴韵书声。
坐，请坐，请上坐； 茶，敬茶，敬香茶。
烹调味尽东南美； 最是工夫茶与汤。
润畦舒茶甲； 暧树拆花枪。
拣茶为款同心友； 筑室因藏善本书。
白菜青盐糁子饭； 瓦壶天水菊花茶。
墨兰数枝宣德纸； 苦茗一杯成人窑。
楚尾吴头，一片青山入座； 淮南江北，半潭秋水烹茶。
山光扑面因朝雨； 江水回头为晚潮。
雷文古泉八九个； 日铸新茶三两瓯。
重瀛纪威凤来仪，道在东方君子国； 九域看贪狼尽扫，光腾南极老人星。 
民颂海东春，富寿有加，欣睹一夔臻上理； 道援天下溺，耄期无倦，行驱万马复中原。 
一柱障横流，仁不忧，智不惑，勇不惧； 千秋树私业，和无寡，均无贫，安无倾。 
以法去害群马，以言救在泽鸿，议席戎旃，各有千秋光楚乘； 或闲钓东海鳌，或健射北平虎，心从耳顺，定教一例到彭年。 
辛苦为中华，双鬓早沾秦岭雪； 康强登上寿，九州还望傅公霖。 
求之昔贤，在汉为萧曹，在唐为杜房，在宋为韩范； 岿然大老，其量若江海，其施若霖雨，其寿若冈陵。 
金鉴佐中兴，燕国文章为世重； 玉觞歌上寿，鹤楼风月待公还。 
匡世以才，树人以学，华国以文章，岳岳不群，斯为楚宝； 怡情有菊，益寿有芝，承欢有兰桂，绵绵多祜，永纪王春。 
名通佛国三千界； 寿并衡山七二峰。 
齿冠洛耆，望侔商皓； 书先人老，心与天游。 
元礼龙门百千士； 平仲狐裘三十年。
居裴公绿野，对魏国黄花，翛然与造物者游，意何远也； 阐周孔微言，距杨墨邪说，卓尔立生民之命，寿莫大焉。 
丹橘绛梅时节，碧鸡金马山川，天为降人豪，光赞中兴，豸阁廿年清望重； 明珠仙露词华，白鹤朱霞风采，世方尊国老，庆逢大耋，鸾觞四座胜流俱。 
鸿猷有光，作舟楫，作盐梅，作霖雨； 麋寿无极，如山川，如松柏，如冈陵。 
才高而敛，位显而谦，从太学以逮容台，五十年来，不更儒素； 身敬则强，心仁则寿，数良辰刚逢大耋，八千春好，定见河清。 
平生富革命精神，壮志远承钱武肃； 晚岁备中枢顾问，大年差比夏黄公。 
鸠杖望如仙，耆齿已超唐白傅； 龙门容续传，侠怀宁让鲁朱家。 
一德唯贞，藉议席诤言，毖筹桑土； 百年并寿，有璇闺隽侣，修到梅花。 
天锡耆年，有鹣比翼； 世尊清议，如凤鸣冈。 
玮行比北宫婴儿，为国抒忠，更有高文耀彤管； 清宴傍西池王母，自天锡嘏，乍传嘉实熟蟠桃。 
论交近四十年，翩其书记，早数元瑜，往事隙驹过，幕府英僚今大耋； 堆案逾三千牍，明悉朝章，宜咨伯始，遐龄仙鹤并，议坛耆彦是清流。
京国早传骢马避； 大年今与鬻熊齐。 
钟雁峰间气以生，志业嶙峋争岳峻； 谱乌府寿人之曲，履綦强健得春先。 
藩国多方，盖合诗敦厚，礼庄敬，易贞恒诸德为用者； 杖朝有庆，请举日又新，月长圆，世滋大三语以寿之。 
一例坤贞，论育才之功，当令北宫婴儿敛衽； 三台春好，歌介寿之什，喜有东海麻姑侑觞。 
清望豸冠尊，悬弧纪蓬岛春来，直跻一百廿岁； 壮怀龙剑在，归棹指蒋山青处，再举五十二觞。
新年蓬海鹤添筹，杖国春长，上齐九老； 明岁松江鲈作脍，还乡人健，重进千觞。 
牧民则惠，谋国则忠，文学特余事耳； 得莲之清，如柏之劲，君子其万年兮。 
扬历中外，逾三十年，鹏翼路方赊，来日勋名期魏丙； 歌咏台莱，为千万寿，鲲身春正好，并时仙眷数刘樊。 
斯人具公瑾英姿，鲲峤联吟，喜亲芝宇； 来岁还汉家旧物，蚕丛揽胜，添醉桃觞。 
令德世增华，独能兼颖川政事，叔度风仪，梨洲史识； 大年天锡嘏，更谁似仙眷齐麋，佳儿展骥，快婿乘龙。 
环座颂台莱，千百觞，欣共举； 收京期李郭，十万剑，看横磨。 
